id,title,latitude,longitude,listing_description,tags,url,is_open_to_public,is_passport_stamp,nps_map_id
9FC59F0A-F137-40D2-8B99-38948098C8E4,1 - USSGS Bay Studies,37.82704176103842,-122.42139540612696,,alcatraz wayside AD tour,https://www.nps.gov/places/1-ussgs-bay-studies.htm,1,0,
A505D9DC-A1EB-4A0F-9394-B98049894ED9,10 - Family Housing,37.826897,-122.422208,,alcatraz wayside AD tour,https://www.nps.gov/places/10-family-housing.htm,1,0,
80A8101D-6B65-47BF-A403-C8B603A19C37,11 - Alcatraz Gardens,37.827261,-122.423029,,alcatraz wayside AD tour,https://www.nps.gov/places/11-alcatraz-gardens.htm,1,0,
41F5EF6B-1D44-483D-9E4F-C32FBDA8042D,12 - Water Tower,37.827451,-122.42338,,alcatraz wayside AD tour,https://www.nps.gov/places/12-water-tower.htm,1,0,
026D56C0-0147-47BE-A54C-4633C4C70BC9,13 - Rose Garden,37.82746,-122.4234235,,alcatraz wayside AD tour,https://www.nps.gov/places/13-rose-garden.htm,1,0,
937EBD8A-DBAD-4529-B689-CD02A9D1D158,14 - The Morgue,37.827311,-122.423495,,alcatraz wayside AD tour,https://www.nps.gov/places/14-the-morgue.htm,1,0,
31CB34F6-FBEB-4013-8BCA-6968F2F2EEC9,15 - Officers' Row,37.826675,-122.422374,,alcatraz wayside AD tour,https://www.nps.gov/places/15-officers-row.htm,1,0,
A31B40DA-A7CA-4D35-B2F8-1BCF61E1FC0B,16 - Warden's House,37.82626273355907,-122.42199967518808,,alcatraz wayside AD tour,https://www.nps.gov/places/16-warden-s-house.htm,1,0,
7B5243BB-95BD-4C0B-981C-84AA2BA7067D,17 - Staff Housing,37.826139,-122.421914,,alcatraz wayside AD tour,https://www.nps.gov/places/17-staff-housing.htm,1,0,
D013111C-A610-4126-ADE3-A5890D290699,18 - Military Parade Ground,37.826117,-122.421953,,alcatraz wayside AD tour,https://www.nps.gov/places/18-military-parade-ground.htm,1,0,
6F1DCE2A-6A34-49EF-8065-7C491EFCB2D2,19 - Indian Occupation,37.826211,-122.422274,,alcatraz wayside AD tour,https://www.nps.gov/places/19-indian-occupation.htm,1,0,
CD641510-152F-42FE-8ECE-956E7A45F307,2 - Guard Tower,37.82698561852078,-122.42172397673129,,alcatraz wayside AD tour,https://www.nps.gov/places/2-guard-tower.htm,1,0,
2A64CE18-C0BF-45AF-8D38-BE70718DD697,20 - How Will the San Francisco Waterfront Look in 2100?,37.826217,-122.422428,,alcatraz wayside AD tour,https://www.nps.gov/places/20-how-will-the-san-francisco-waterfront-look-in-2100.htm,1,0,
